Sucess: 811
Erros: 149
Rate: 0.8447916666666667
Execution Time: 8686
Test;Best Match;Search Time;DTW
9;11;7;1,1805089999999996
9;1;5;1,2222299999999997
9;1;7;1,70832
9;11;7;1,0139640000000005
9;11;6;1,3750209999999996
9;9;9;1,2638199999999997
9;9;6;1,31944
9;9;6;1,3889799999999994
9;9;7;0,62498
9;9;8;1,5138599999999993
9;9;6;1,2221799999999996
9;9;7;1,1527399999999999
9;9;6;0,8055599999999999
9;9;7;1,63891
9;9;9;1,5555299999999992
9;9;8;1,9027600000000002
9;1;8;1,3610700000000004
9;9;8;1,4721999999999988
9;9;8;1,0139300000000002
9;9;8;1,5416599999999998
9;1;8;1,347252999999999
9;9;8;1,347239999999998
9;9;8;1,9722299999999993
9;9;9;1,5833399999999989
9;9;10;1,569389999999999
9;1;9;1,6388499999999993
9;9;8;1,0972199999999994
9;9;9;1,5000199999999997
9;9;8;1,5833299999999988
9;1;8;1,4583379999999986
9;9;10;1,6805899999999991
9;9;8;1,6111099999999996
9;9;8;1,541669999999998
9;1;7;1,61111
9;9;8;1,3194899999999992
9;9;8;1,5695299999999999
9;9;9;1,1805499999999993
9;9;8;2,1111700000000004
9;9;8;1,6388999999999991
9;1;9;1,6389299999999996
9;9;10;1,4027699999999999
9;9;8;1,9861299999999993
9;9;9;1,583359999999999
9;9;8;1,9584199999999985
9;9;10;1,4027499999999984
9;9;8;1,0555499999999995
9;9;8;2,63903
9;9;9;1,70838
9;9;9;1,4027999999999992
9;9;8;1,4028399999999994
9;9;10;1,2222299999999997
10;10;6;1,2222579999999996
10;10;6;1,4999980039999992
10;10;6;0,7916399999999998
10;10;7;1,2638719999999997
10;8;8;4,222456999999998
10;10;6;1,8611780039999999
10;10;5;2,194629999999999
10;12;5;1,5000499999999992
10;10;7;1,3195330000000003
10;10;6;1,8192199999999985
10;10;5;2,1108299999999987
10;7;6;1,5834429999999997
10;10;7;2,3058359866669997
10;10;5;1,7221840000000002
10;10;8;1,3609199999999992
10;10;8;1,8748839999999993
10;10;6;1,6248819999999993
10;10;5;1,9860199999999992
10;10;6;1,5414869999999992
10;10;7;2,0554099999999993
10;10;6;2,9581899999999983
10;10;5;3,6666099999999977
10;10;5;1,2084800000000002
10;10;4;1,847149999999999
10;10;4;1,1389700000000005
10;10;4;1,4443199999999994
10;10;5;1,2085500000000005
10;10;4;1,11115
10;10;4;1,0417100000000001
10;10;5;1,0000850000000008
10;10;5;1,0278700000000005
10;10;5;1,3887799999999995
10;10;4;1,7219499999999992
10;10;6;1,9163819999999985
10;10;4;2,0834800000000007
10;10;3;1,6527899999999995
10;10;5;1,8332899999999999
10;10;5;1,3055339999999995
10;10;4;1,500062
10;10;4;1,2777039999999997
10;10;4;1,91688
10;10;4;1,6943199999999998
10;10;5;1,4723060000000001
10;10;6;1,3613400000000002
10;10;4;1,402774
10;10;3;1,8473199999999999
10;10;5;0,9027799999999997
10;10;4;1,3055000026666996
10;10;4;0,8889200000000002
10;10;4;1,4863500159997
10;10;3;1,19442
10;7;7;0,9583430013334004
10;7;8;1,2083199946667
10;7;7;1,0139200026666004
10;7;7;1,1528339986666
10;7;9;1,0555449980000002
10;7;8;1,2916619973333003
10;10;8;1,1944079986666996
10;10;7;0,9444430000000006
10;10;7;0,8611219960000002
10;10;9;0,9861500033333006
10;7;7;1,0139019986670006
10;10;11;1,208328019999599
10;10;8;0,9445350000000005
10;10;7;1,0416660039999
10;10;8;1,0971189999999997
10;10;7;1,0277840573330002
10;10;7;0,9722840139997003
10;10;8;1,1527920066666
10;10;11;1,2499669999999996
10;10;12;1,0555589986667002
10;10;8;1,180581999999999
10;10;10;0,8056220000000003
10;10;9;1,1112740033333004
10;10;9;1,1249750033333001
10;10;8;1,194419
10;10;10;0,8055539933333995
10;10;9;1,3610709999999993
10;7;6;1,0138879906667002
10;10;6;1,4860850033333002
11;11;8;1,9166630033332988
11;11;9;1,7499420399999996
11;6;7;2,7361239999999984
11;11;10;2,7777329999999987
11;11;6;2,5000329999999993
11;11;8;1,4860299833334991
11;11;6;1,1526620033332995
11;11;9;2,0971199866665984
11;11;7;1,9861470133329995
11;11;5;0,7916739999999993
11;11;6;1,2361039766672994
11;11;9;1,8194599899998996
11;11;7;1,2361860033332994
11;11;6;1,3749969999999996
11;11;10;3,1805400079998987
11;11;6;1,3333740033332997
11;11;7;1,194450960001
11;11;7;1,236090986667
11;11;6;1,0138829986667002
11;11;7;1,5694580033332997
11;11;9;1,9305890033332993
11;11;6;0,9027839966666998
11;11;7;1,7638010066667995
11;11;8;1,416680993333299
11;11;7;1,472199013332999
11;11;7;1,0555709966666997
11;6;7;1,5555639746673
11;11;6;1,2916650033332995
11;11;7;0,9305380013333
11;11;7;2,4027779999999987
11;11;7;2,5555789946667993
11;11;6;2,5277850099999997
11;6;7;1,8889059986669996
11;11;6;0,6666809900003
11;6;7;2,2777850253329994
11;11;7;1,0416519600006997
11;11;9;1,8333579993329996
11;11;5;1,2500499999999994
11;11;8;1,4304300000000996
11;11;6;0,9861129933332997
11;11;7;0,8888839966666998
11;11;6;1,2777969866669994
11;11;6;0,6527559966667
11;11;7;1,0277840046666995
11;11;7;1,6111100033330001
11;6;10;3,6392320133330003
11;6;7;6,041855000000002
11;8;5;3,166700033333
11;6;6;2,1528220013333
11;11;6;5,819399000000001
11;8;6;12,319767033333
11;4;9;8,319620999999998
11;4;6;8,666632023333001
11;6;6;5,6110809800000006
11;6;4;4,375064
11;6;5;5,819376999999998
11;6;2;3,486107999999999
11;6;0;0,7916700000000001
11;11;5;4,597162999999999
11;6;5;6,430618
11;6;7;9,639053999999998
11;11;6;4,19426
11;11;6;5,833433000000001
11;6;6;4,875329001333301
11;8;6;4,763925099998999
11;6;7;6,833446978667
11;6;9;5,944625
11;11;6;7,069620980000002
11;8;9;5,152881033332999
11;1;6;1,652717994666599
11;11;7;3,0277369999999983
11;11;8;1,0138909940000003
11;11;7;1,5278050059999995
11;11;9;2,069397999999999
11;6;9;2,4722229999999987
11;11;8;1,2221740006665998
11;11;7;3,0000279999999995
11;11;10;3,0138339999999992
12;10;5;3,138744
12;12;5;1,7361169999999992
12;7;7;1,2221799999999992
12;7;9;1,611109999999999
12;12;6;1,9166199999999982
12;10;5;1,4861700000000004
12;7;7;2,1944549999999996
12;7;6;2,1805399999999993
12;12;7;3,0138500000000006
12;7;6;1,7639
12;7;6;1,6666
12;7;7;1,2500259999999996
12;7;7;0,9166899999999996
12;7;7;1,666629999999998
12;12;6;1,80559
12;12;6;1,3889200000000002
12;7;5;1,0555500000000002
12;12;6;1,194439999999999
12;12;5;1,6805699999999997
12;12;7;1,0694299999999994
12;12;5;1,2500099999999992
12;2;6;0,9028200000000005
12;12;5;1,0416400000000001
12;12;6;1,7777799999999988
12;12;8;1,1527499999999997
12;7;6;1,3194139999999992
12;12;6;1,1805199999999996
12;12;6;1,3611599999999986
12;7;5;1,1388599999999995
12;12;7;1,5554900000000003
12;12;7;1,4027299999999987
12;12;7;0,9443999999999989
12;7;5;1,2778199999999995
12;12;6;0,8193599999999994
12;7;5;0,8194199999999996
12;7;6;0,8888499999999997
12;12;5;1,4999899999999993
12;12;6;1,2916599999999991
12;12;8;0,9999549999999995
12;12;7;1,152745
12;12;7;1,0416879999999995
12;12;9;0,7222169966666995
12;12;8;1,0139189999999996
12;2;7;0,9583669999999991
12;12;7;1,2083529999999998
12;12;8;1,2083729999999995
12;2;7;0,9999699999999994
12;7;7;0,8333560000000002
12;12;8;1,7361259999999996
12;2;6;0,8472329999999996
12;2;6;0,944414999999999
12;12;6;1,3611009999999997
12;2;7;1,4166719999999993
12;12;6;1,0139200013333298
12;12;7;0,9305519999999996
12;12;6;0,94444300133333
12;12;6;1,1110919999999997
12;12;8;1,0555799973333304
12;12;7;1,2083939966666997
12;12;7;1,013870998
12;12;8;0,9583379999999995
12;12;7;0,6805539973333595
12;12;7;0,6389139999999998
12;12;7;0,7777820000000001
12;12;7;0,8611130006666292
12;12;6;0,7222379960001695
12;12;7;1,0694620000000001
12;2;8;0,916693
12;12;6;0,6666879999999997
12;12;7;0,9027980019999997
12;12;7;0,8611209959999998
12;12;7;0,9305260000000002
12;12;8;0,7221999979999997
12;12;8;0,7777469966666992
12;12;7;1,1527639999999997
12;12;7;0,7777810019999998
12;10;8;1,111050996
12;12;7;0,7361009999999996
